title,keywords,journal,authors,abstract
exploring causal pathways in demographic parameter variation: path analysis of mark-recapture data,atlantic puffin; bayesian inference; causal modelling; cormack-jolly-seber model; environmental covariates; survival estimation; winbugs,METHODS IN ECOLOGY AND EVOLUTION,GIMENEZ O;ANKER NILSSEN T;GROSBOIS V,"1. inference about demographic parameters of animal and plant natural populations is important to evaluate the consequences of global changes on populations. investigating the factors driving their variation over space and time allows evaluating the relative importance of biotic and abiotic variables in shaping the dynamics of a population. although numerous studies have identified the factors possibly affecting population dynamics, they have barely formally determined the routes by which these different factors are related to demographic parameters. 2. we focus on mark-recapture (mr) models that provide unbiased estimators of demographic parameters, while explicitly coping with imperfect detection inherent to wild populations. mrmodels allow estimating the effect of covariates on demographic parameters and testing their significance in a regression-like framework. however, these models can only detect correlations and do not inform on causal pathways (e. g. direct vs. indirect effects) in the relationships between demographic parameters and the factors possibly explaining their variability. 3. we develop an integrated model to perform path analysis (pa) of mr data, to examine causal relationships among several (including demographic) variables. this approach is implemented in a bayesian framework usingmarkov chain monte carlo. 4. to motivate our developments, we analyse 17 years of mark-recapture data from atlantic puffins (fratercula arctica), to investigate the mechanisms through which environmental conditions have an impact on puffins' adult survival. using our pa-based mr modelling approach, we found that local climatic conditions had an indirect and lagged impact on puffin survival through their influence on local abundance of herring. besides, we found no evidence for any lagged effect through an alternative unknown pathway (e. g. abundance of another resource). 5. our method allows elucidating pathways through which environmental, trophic or densitydependent factors influence demographic parameters, while accounting for detectability < 1. this is a critical step to understand the interactions of a species with its environment and to predict the impacts of global change on its viability."
inference on partially observed quasi-stationary markov chains with applications to multistate population models,arnason-schwarz model; batch marking; capture-recapture; little penguin; (eudyptula minor); quasi-stationary markov chains; transition probabilities,JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,STOKLOSA J;DANN P;HUGGINS R,"if the full capture histories of captured individuals are available, inferences on multistate open population models may be conducted using the well known arnason-schwarz model. however, data of this detail is not always available. it is well known that inference on the transition probabilities of a markov chain may be conducted using aggregate data and we extend this approach to aggregate data on multistate open population models. we show that for parameters to be identifiable we need to augment the aggregate data and we achieve this by batch marking a cohort of individuals according to their initial state, so that the batch marking augments the aggregate data. model performance is examined by conducting several simulation studies and the model is applied to a real data set where full capture histories are available so it may be compared with the arnason-schwarz estimates. this article has supplementary material online."
when can we ignore the problem of imperfect detection in comparative studies?,biodiversity monitoring; capture-mark-recapture; comparative studies; detection probability; nonparametric estimator; population size; sampling design; simulations; type i error,METHODS IN ECOLOGY AND EVOLUTION,ARCHAUX F;HENRY PY;GIMENEZ O,"1. numbers of individuals or species are often recorded to test for variations in abundance or richness between treatments, habitat types, ecosystem management types, experimental treatments, time periods, etc. however, a difference in mean detectability among treatments is likely to lead to the erroneous conclusion that mean abundance differs among treatments. no guidelines exist to determine the maximum acceptable difference in detectability. 2. in this study, we simulated count data with imperfect detectability for two treatments with identical mean abundance (n) and number of plots (n(plots)) but different mean detectability (p). we then estimated the risk of erroneously concluding that n differed between treatments because the difference in p was ignored. the magnitude of the risk depended on p, nand nplots. 3. our simulations showed that even small differences in p can dramatically increase this risk. a detectability difference as small as 4-8% can lead to a 50-90% risk of erroneously concluding that a significant difference in n exists among treatments with identical n = 50 and n(plots) = 50. yet, differences in p of this magnitude among treatments or along gradients are commonplace in ecological studies. 4. fortunately, simple methods of accounting for imperfect detectability prove effective at removing detectability difference between treatments. 5. considering the high sensitivity of statistical tests to detectability differences among treatments, we conclude that accounting for detectability by setting up a replicated design, applied to at least part of the design scheme and analysing data with appropriate statistical tools, is always worthwhile when comparing count data (abundance, richness)."
bias in estimation of adult survival and asymptotic population growth rate caused by undetected capture heterogeneity,bias; capture heterogeneity; mark-recapture; maximum population growth rate; population growth rate; population model; survival,METHODS IN ECOLOGY AND EVOLUTION,FLETCHER D;LEBRETON JD;MARESCOT L;SCHAUB M;GIMENEZ O;DAWSON S;SLOOTEN E,"1. markrecapture studies are often used to estimate adult survival probability , which is an important demographic parameter for long-lived species, as it can have a large impact on the population growth rate. we consider the impact of variation in capture probability among individuals (capture heterogeneity) on the estimation of ? from a markrecapture study and thence on estimation of the asymptotic population growth rate . 2. we review the mechanisms by which capture heterogeneity arises, methods of allowing for it in the analysis, and use simulation to assess the power of detecting three types of capture heterogeneity (two-group heterogeneity, trap-response and temporary emigration) using standard mark-recapture lack-of-fit tests. 3. we use simulation to assess the bias that can arise in the estimation of phi from a mark-recapture study when we do not allow for capture heterogeneity. using a generic population model, we assess the effect this bias has on estimation of lambda. 4. we use our results on the power of the lack-of-fit tests, together with a measure of the size of the bias relative to the standard error of the estimate of phi, to assess which situations might lead to an important level of undetected bias. our results suggest that undetected bias is not likely to be an issue when there is trap-response, owing to the lack-of-fit tests having sufficient power to detect any trap-response that could lead to non-negligible bias. for two-group heterogeneity, the worst bias generally occurs when the difference between the capture probabilities for the two groups is moderate and both capture probabilities are low. for temporary emigration, the worst bias generally occurs when the rate of emigration and the capture probability are both low. 5. we illustrate the issues for conservation management using data from studies of hector's dolphin (cephalorhynchus hectori) in new zealand and wolves (canis lupus) in france. 6. previous studies have suggested that capture heterogeneity will generally lead to a relatively small bias in the estimate of phi. however, given the high sensitivity of the asymptotic population growth rate to adult survival, a small bias in phi might lead to nontrivial bias in the estimate of lambda."
spatial capture-recapture models for search-encounter data,bayesian analysis; data augmentation; density estimation; distance sampling; hierarchical models; population size; search-encounter data; spatial capture-recapture; spatially explicit capture-recapture,METHODS IN ECOLOGY AND EVOLUTION,ROYLE JA;KERY M;GUELAT J,"1. spatial capturerecapture models make use of auxiliary data on capture location to provide density estimates for animal populations. previously, models have been developed primarily for fixed trap arrays which define the observable locations of individuals by a set of discrete points. 2. here, we develop a class of models for ` search-encounter' data, i. e. for detections of recognizable individuals in continuous space, not restricted to trap locations. in our hierarchical model, detection probability is related to the average distance between individual location and the survey path. the locations are allowed to change over time owing to movements of individuals, and individual locations are related formally by a model describing individual activity or home range centre which is itself regarded as a latent variable in the model. we provide a bayesian analysis of the model in winbugs, and develop a custommcmcalgorithm in ther language. 3. the model is applied to simulated data and to territory mapping data for the willow tit from the swiss breeding bird survey mhb. while the observed density was 15 territories per nominal 1 km 2 plot of unknown effective sample area, the model produced a density estimate of 21 12 territories per square km(95% posterior interval: 17-26). 4. spatial capture-recapture models are relevant to virtually all animal population studies that seek to estimate population size or density, yet existing models have been proposed mainly for conventional sampling using arrays of traps. our model for search-encounter data, where the spatial pattern of searching can be arbitrary and may change over occasions, greatly expands the scope and utility of spatial capture-recapture models."
an integrated model of habitat and species occurrence dynamics,ambystoma maculatum; amphibians; detection; habitat modelling; multi-state occupancy; occupancy dynamics; species occurrence; spotted salamander; vernal pools,METHODS IN ECOLOGY AND EVOLUTION,MACKENZIE DI;BAILEY LL;HINES JE;NICHOLS JD,"1. relationships between animal populations and their habitats are well known and commonly acknowledged to be important by animal ecologists, conservation biologists and wildlife managers. such relationships are most commonly viewed as static, such that habitat at time t is viewed as a determinant of animals present at that same time, t, or sometimes as a determinant of animal population or occurrence dynamics (e.g. between t and t+1). 2. here, we motivate interest in simultaneous dynamics of both habitat and occupancy state (e. g. species presence or absence) and develop models to estimate parameters that describe the dynamics of such systems. 3. the models permit inference about transition probabilities for both habitat and focal species occupancy, such that habitat transitions may influence focal species transitions and vice versa. 4. example analyses using data from salamanders in the eastern united states are presented for (i) the special case in which habitat is characterized as either suitable or unsuitable and (ii) the more general case in which different habitat states are expected to influence occupancy dynamics in a less extreme manner (occupancy is possible in the various habitat states). 5. we believe that the integrated inference methods presented here will be useful for a variety of ecological and conservation investigations and attain special relevance in the face of habitat dynamics driven by such factors as active management, land use changes and climate change."
smoothing population size estimates for time-stratified mark-recapture experiments using bayesian p-splines,atlantic salmon; bayesian inference; hierarchical model; mark-recapture; openbugs; penalized spline; stratified petersen,BIOMETRICS,BONNER SJ;SCHWARZ CJ,"petersen-type markrecapture experiments are often used to estimate the number of fish or other animals in a population moving along a set migration route. a first sample of individuals is captured at one location, marked, and returned to the population. a second sample is then captured farther along the route, and inferences are derived from the numbers of marked and unmarked fish found in this second sample. data from such experiments are often stratified by time (day or week) to allow for possible changes in the capture probabilities, and previous methods of analysis fail to take advantage of the temporal relationships in the stratified data. we present a bayesian, semiparametric method that explicitly models the expected number of fish in each stratum as a smooth function of time. results from the analysis of historical data from the migration of young atlantic salmon (salmo salar) along the conne river, newfoundland, and from a simulation study indicate that the new method provides more precise estimates of the population size and more accurate estimates of uncertainty than the currently available methods."
heterogeneous capture-recapture models with covariates: a partial likelihood approach for closed populations,closed population; generalized additive models; generalized linear mixed models; simulation-extrapolation,BIOMETRICS,STOKLOSA J;HWANG WH;WU SH;HUGGINS R,"in practice, when analyzing data from a capturerecapture experiment it is tempting to apply modern advanced statistical methods to the observed capture histories. however, unless the analysis takes into account that the data have only been collected from individuals who have been captured at least once, the results may be biased. without the development of new software packages, methods such as generalized additive models, generalized linear mixed models, and simulationextrapolation cannot be readily implemented. in contrast, the partial likelihood approach allows the analysis of a capturerecapture experiment to be conducted using commonly available software. here we examine the efficiency of this approach and apply it to several data sets."
estimating survival in photographic capture-recapture studies: overcoming misidentification error,accuracy; bias; capture-recapture; connochaetes taurinus; cormack-jolly-seber; open-population models; photographic identification; precision; survival; wildebeest,METHODS IN ECOLOGY AND EVOLUTION,MORRISON TA;YOSHIZAKI J;NICHOLS JD;BOLGER DT,"1. for many species, noninvasive photographic identification offers a powerful and costeffective method for estimating demographic parameters and testing ecological hypotheses in large populations. however, this technique is prone to misidentification errors that can severely bias capturerecapture estimates. 2. we present a simple ad hoc data conditioning technique that minimizes bias in survival estimates across all rates of misidentification. we use simulated data sets to characterize trade-offs in bias, precision and accuracy of survival estimators for a range of misidentification probabilities, sampling intensities, survival rates and population sizes using this conditional approach. 3. misidentification errors resulted in mean survival estimates that were negatively biased by as much as -24.9% when errors were ignored. applying the conditional approach resulted in very low levels of bias across parameter space. however, the main cost of conditioning is a loss of precision, which was particularly severe at low sampling intensities. overall, the conditional approach was superior to the nonconditional approach [in terms of root mean square error (rmse) of survival estimates] in 51% of the parameter combinations that we explored. 4. we apply the data conditioning technique to a 3-sample capture-recapture data set compiled from 2551 images of a migratory wildebeest, connochaetes taurinus, population in northern tanzania. we estimate the false rejection rate (i.e., the probability of failing to match two photographs of the same individual) using a test set of ` known-identity'individuals. with this information, we compare survival estimates derived from conditioned data ((phi) over cap = 0.698 +/- 0.176), unconditioned data ((phi) over cap = 0.706 +/- 0.121) and simulated data to illustrate some of the key considerations for deciding whether to apply a conditional approach to a photographic data set. 5. these analyses demonstrate that ignoring misidentification error can lead to substantial bias in survival estimates. when sampling intensity and misclassification error rates are both relatively high, use of our conditioned data approach is preferred and yields survival estimates with lower rmse. however, when sampling intensity and misclassification error are both small, the standard approach using unconditioned data yields smaller rmse."
testing the effectiveness of capture mark recapture population estimation techniques using a computer simulation with known population size,capture-mark-recapture; population; simulation; small mammal,ECOLOGICAL MODELLING,REES SG;GOODENOUGH AE;HART AG;STAFFORD R,"estimation of small mammal population sizes is important for monitoring ecosystem condition and for conservation. here, we test the accuracy of standard methods of population size estimation using capture-mark-recapture (cmr) on a simulated population of agents. the use of a computer simulation allows complete control of population sizes and behaviors, thereby avoiding assumptions that may be violated in real populations. we find that the recommended protocol for cmr sampling, using uniformly distributed traps, consistently overestimates population sizes by as much as 100% when studies are conducted over only two trapping periods. more than 20 trapping periods are required before this method, or that of placing traps randomly, gives an accurate estimation of population size (i.e., within a 95% confidence limit of the actual value). non-random sampling, by placing traps on runways used by small mammals, produces the most accurate, and least variable, estimates of population. however, we show that around 10 trapping periods are still required to produce an accurate population estimate using this method. given that most real populations do not comply with the 'ideal' assumptions made by cmr, we suggest that population estimates based on cmr may be fundamentally flawed, and recommend that protocols for cmr population estimation methods may need revising. (c) 2011 elsevier b.v. all rights reserved."
augmenting superpopulation capture-recapture models with population assignment data,assignment procedures; capture-recapture; genetic assignment test; immigration; kangaroo rat; resampling approach; robust design; superpopulation,BIOMETRICS,WEN Z;POLLOCK K;NICHOLS J;WASER P,"ecologists applying capture-recapture models to animal populations sometimes have access to additional information about individuals' populations of origin (e. g., information about genetics, stable isotopes, etc.). tests that assign an individual's genotype to its most likely source population are increasingly used. here we show how to augment a superpopulation capture-recapture model with such information. we consider a single superpopulation model without age structure, and split each entry probability into separate components due to births in situ and immigration. we show that it is possible to estimate these two probabilities separately. we first consider the case of perfect information about population of origin, where we can distinguish individuals born in situ from immigrants with certainty. then we consider the more realistic case of imperfect information, where we use genetic or other information to assign probabilities to each individual's origin as in situ or outside the population. we use a resampling approach to impute the true population of origin from imperfect assignment information. the integration of data on population of origin with capture-recapture data allows us to determine the contributions of immigration and in situ reproduction to the growth of the population, an issue of importance to ecologists. we illustrate our new models with capture-recapture and genetic assignment data from a population of banner-tailed kangaroo rats dipodomys spectabilis in arizona."
point-based mark-recapture distance sampling,avian surveys; detection bias; distance sampling; double-observer methods; golden-cheeked warbler; mark-recapture; point independence; unmodeled heterogeneity,JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,LAAKE JL;COLLIER BA;MORRISON ML;WILKINS RN,"avian surveys using point sampling for abundance estimation have either focused on distance sampling or more commonly mark-recapture to correct for detection bias. combining mark-recapture and distance sampling (mrds) has become an effective tool for line transects, but it has been largely ignored in point sampling literature. we describe mrds and show that the previously published methods for point sampling are special cases. using simulated data and golden-cheeked warbler (dendroica chrysoparia) survey data from texas, we demonstrate large differences in abundance estimates resulting from different independence assumptions. data and code are provided in supplementary materials."
estimating dyad association probability under imperfect and heterogeneous detection,animal behaviour analysis; association index; individual detection; dyad association probability; information theory; likelihood based model; cephalorhynchus commersonii,ECOLOGICAL MODELLING,KLAICH MJ;KINAS PG;PEDRAZA SN;COSCARELLA MA;CRESPO EA,"in animal behaviour studies, association indices estimate the proportion of time two individuals (i.e. a dyad) spend in association. in terms of dyads, all association indices can be interpreted as estimators of the probability that a dyad is associated. however, traditional indices rely on the assumptions that the probability to detect a particular individual (p) is either approximately one and/or homogeneous between associated and not associated individuals. based on marked individuals we develop a likelihood based model to estimate the probability a dyad is associated (psi) accounting for p < 1 and possibly varying between associated and not associated individuals. the proposed likelihood based model allows for both individual and dyadic missing observations. in addition, the model can easily be extended to incorporate covariate information for modeling p and psi. a simulation study showed that the likelihood based model approach yield reasonably unbiased estimates, even for low and heterogeneous individual detection probabilities, while, in contrast, traditional indices showed moderate to strong biases. the application of the proposed approach is illustrated using a real data set collected from a population of commerson's dolphin (cephalorhynchus commersonii) in patagonia argentina. finally, we discuss possible extensions of the proposed model and its applicability in animal behaviour and ecological studies. (c) 2011 elsevier b.v. all rights reserved."
a semi-markov model to assess reliably survival patterns from birth to death in free-ranging populations,continuous function; cormack-jolly-seber model; long-lived species; mixture; nonlinear model; reduce additive weibull; siler,METHODS IN ECOLOGY AND EVOLUTION,CHOQUET R;VIALLEFONT A;ROUAN L;GAANOUN K;GAILLARD JM,"1. semi-markov models explicitly define the distribution of waiting time duration and have been used as a convenient framework for modelling the time spent in one physiological state in previous biological studies. 2. here, we focus on the modelling of the time spent within a life-cycle stage (e. g. juvenile, adult and old) by individuals over their lifetime from capture-mark-recapture data, which are commonly used to estimate demographic parameters in free-ranging populations. 3. we propose a parametric model (1) with a semi-markov state, (2) associated to a hazard function and (3) accounting for imperfect detection to assess reliably survival patterns from birth to death. 4. these models indeed outperform models with a linear trend or a quadratic form, often selected as the best model for survival in capture-recapture studies. 5. moreover, our approach offers the first opportunity to estimate statistically rather than visually the age of the onset of actuarial senescence, associated with confidence intervals. 6. the application of this new approach to the detailed long-term study of survival in roe deer at trois fontaines (france) illustrates the relevance of semi-markov models to assess survival patterns from birth to death."
a new method for estimating animal abundance with two sources of data in capture-recapture studies,abundance; humpback whales; joint modelling; jolly-seber model; open population; two-source jolly-seber model,METHODS IN ECOLOGY AND EVOLUTION,MADON B;GIMENEZ O;MCARDLE B;BAKER CS;GARRIGUE C,"1. mark-recapture studies are often used to estimate population size based on a single source of individual identification data such as natural markings or artificial tags. however, with the development of molecular ecology, multiple sources of identification can be obtained for some species and combining them to obtain population size estimates would certainly provide better information about abundance than each survey can provide alone. 2. we propose an extension of the jolly-seber model to infer abundance by combining two sources of capture-recapture data. the need to merge both sources of data was motivated by studies of humpback whales in which both photo-identification and dna from skin biopsy samples are often collected. as whales are not necessarily available by both sampling methods on any given occasion, they can appear twice in the combined data set if no combined sampling ever occurred during the survey, i.e. being photographed and genotyped on the same occasion. our model thus combines the two sources of information by estimating the possible overlap. monte carlo simulations are used to assess the properties of the present estimator that is then used to estimate the size of the humpback whale population in new caledonia. the new open-population estimator is also compared with classic closed-population estimators incorporating either temporal and/or individual heterogeneity in the capture probability: the purpose was to evaluate which approach (closed or open population) was the least biased for an open population with individual heterogeneous capture probabilities. 3. when all assumptions are met, the estimator is unbiased as long as the probability of being double-tagged (e. g. photographed and biopsied on the same occasion) on every occasion is above 0 2. 4. the humpback whale case study in new caledonia shows that our two-source jolly-seber (tsjs) estimator could be more efficient in estimating population size than models based only on one type of data. for monitoring purposes, the proposed method provides an efficient alternative to the existing approaches and a productive direction for future work to deal with multiple sources of data to estimate abundance. 5. r-codes formatting the data and implementing the tsjs model are provided in resource s5."
theory put into practice: an r implementation of the infinite-dimensional model,evolution; function valued trait; infinite-dimensional model; growth trajectory; phenotypic variation; selection,ECOLOGICAL MODELLING,KUPARINEN A;BYORKLUND M,"the infinite dimensional model (idm) is an approach that has been developed for the analyses of phenotypic variation in function valued traits such as growth trajectories and continuous reaction norms. this model is particularly suited for the analysis of the potential and the constraints for growth to evolve under selection on body size. despite of its applicability to a broad range of study systems idm has only been applied in a handful of studies, as it is mathematically demanding for scientists not familiar with quantitative genetics methods. here, we present a user-friendly r implementation of idm, demonstrate its performance with growth data on nine-spined stickleback (pungitius pungitius). in addition to rearing experiments, individual based size-at-age trajectories are often measured in wild in mark-recapture studies or estimated retrospectively from scales or bones. therefore, our r implementation of idm should be applicable to many studies conducted in wild and in a lab, and be useful by making the methodologically challenging idm approach more easily accessible also in the fields where quantitative genetics methods are less standardly used. (c) 2011 elsevier b.v. all rights reserved."
population size estimation based upon ratios of recapture probabilities,chao-bunge estimator; katz distribution; species problem; negative binomial distribution; weighted linear regression; zero-truncation,ANNALS OF APPLIED STATISTICS,ROCCHETTI I;BUNGE J;BOHNING D,"estimating the size of an elusive target population is of prominent interest in many areas in the life and social sciences. our aim is to provide an efficient and workable method to estimate the unknown population size, given the frequency distribution of counts of repeated identifications of units of the population of interest. this counting variable is necessarily zero-truncated, since units that have never been identified are not in the sample. we consider several applications: clinical medicine, where interest is in estimating patients with adenomatous polyps which have been overlooked by the diagnostic procedure; drug user studies, where interest is in estimating the number of hidden drug users which are not identified; veterinary surveillance of scrapie in the uk, where interest is in estimating the hidden amount of scrapie; and entomology and microbial ecology, where interest is in estimating the number of unobserved species of organisms. in all these examples, simple models such as the homogenous poisson are not appropriate since they do not account for present and latent heterogeneity. the poisson-gamma (negative binomial) model provides a flexible alternative and often leads to well-fitting models. it has a long history and was recently used in the development of the chao-bunge estimator. here we use a different property of the poisson-gamma model: if we consider ratios of neighboring poisson-gamma probabilities, then these are linearly related to the counts of repeated identifications. also, ratios have the useful property that they are identical for truncated and untruncated distributions. in this paper we propose a weighted logarithmic regression model to estimate the zero frequency counts, assuming a gamma-poisson distribution for the counts. a detailed explanation about the chosen weights and a goodness of fit index are presented, along with extensions to other distributions. to evaluate the proposed estimator, we applied it to the benchmark examples mentioned above, and we compared the results with those obtained through the chao-bunge and other estimators. the major benefits of the proposed estimator are that it is defined under mild conditions, whereas the chao-bunge estimator fails to be well defined in several of the examples presented; in cases where the chao-bunge estimator is defined, its behavior is comparable to the proposed estimator in terms of bias and mse as a simulation study shows. furthermore, the proposed estimator is relatively insensitive to inclusion or exclusion of large outlying frequencies, while sensitivity to outliers is characteristic of most other methods. the implications and limitations of such methods are discussed."
full open population capture-recapture models with individual covariates,capture-recapture; demographic parameters; hierarchical modeling; individual covariates; jags/bugs,JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,SCHOFIELD MR;BARKER RJ,"traditional analyses of capture-recapture data are based on likelihood functions that explicitly integrate out all missing data. we use a complete data likelihood (cdl) to show how a wide range of capture-recapture models can be easily fitted using readily available software jags/bugs even when there are individual-specific time-varying covariates. the models we describe extend those that condition on first capture to include abundance parameters, or parameters related to abundance, such as population size, birth rates or lifetime. the use of a cdl means that any missing data, including uncertain individual covariates, can be included in models without the need for customized likelihood functions. this approach also facilitates modeling processes of demographic interest rather than the complexities caused by non-ignorable missing data. we illustrate using two examples, (i) open population modeling in the presence of a censored time-varying individual covariate in a full robust design, and (ii) full open population multi-state modeling in the presence of a partially observed categorical variable. supplemental materials for this article are available online."
estimating demographic parameters for capture-recapture data in the presence of multiple mark types,mark-recapture; mark-loss; halichoerus grypus; multiple mark types; integrated analysis,ENVIRONMENTAL AND ECOLOGICAL STATISTICS,SMOUT S;KING R;POMEROY P,"in mark-recapture studies, various techniques can be used to uniquely identify individual animals, such as ringing, tagging or photo-identification using natural markings. in some long-term studies more than one type of marking procedure may be implemented during the study period. in these circumstances, ignoring the different mark types can produce biased survival estimates since the assumption that the different mark types are equally catchable (homogeneous capture probability across mark types) may be incorrect. we implement an integrated approach where we simultaneously analyse data obtained using three different marking techniques, assuming that animals can be cross-classified across the different mark types. we discriminate between competing models using the aic statistic. this technique also allows us to estimate both relative mark-loss probabilities and relative recapture efficiency rates for the different marking methods. we initially perform a simulation study to explore the different biases that can be introduced if we assume a homogeneous recapture probability over mark type, before applying the method to a real dataset. we make use of data obtained from an intensive long-term observational study of uk female grey seals (halichoerus grypus) at a single breeding colony, where three different methods are used to identify individuals within a single study: branding, tagging and photo-identification based on seal coat pattern or pelage."
a hierarchical bayesian approach to record linkage and population size problems,capture-recapture methods; conditional independence; gibbs sampling; metropolis-hastings; record linkage,ANNALS OF APPLIED STATISTICS,TANCREDI A;LISEO B,"we propose and illustrate a hierarchical bayesian approach for matching statistical records observed on different occasions. we show how this model can be profitably adopted both in record linkage problems and in capture-recapture setups, where the size of a finite population is the real object of interest. there are at least two important differences between the proposed model-based approach and the current practice in record linkage. first, the statistical model is built up on the actually observed categorical variables and no reduction (to 0-1 comparisons) of the available information takes place. second, the hierarchical structure of the model allows a two-way propagation of the uncertainty between the parameter estimation step and the matching procedure so that no plug-in estimates are used and the correct uncertainty is accounted for both in estimating the population size and in performing the record linkage. we illustrate and motivate our proposal through a real data example and simulations."
a new method for estimating growth transition matrices,growth; length-based models; mark-recapture; transition matrices,BIOMETRICS,HILLARY RM,the vast majority of population models work using age or stage not length but there are many cases where animals cannot be aged sensibly or accurately. for these cases length-based models form the logical alternative but there has been little work done to develop and compare different methods of estimating growth transition matrices to be used in such models. this article demonstrates how a consistent bayesian framework for estimating growth parameters and a novel method for constructing length transition matrices accounts for variation in growth in a clear and consistent manner and avoids potential subjective choices required using more established methods. the inclusion of the resultant growth uncertainty in population assessment models and the potential impact on management decisions is also addressed.
multistate mark-recapture model selection using score tests,branta canadensis; canada goose; mark-recapture; memory model; model selection,BIOMETRICS,MCCREA RS;MORGAN BJT,"although multistate mark-recapture models are recognized as important, they lack a simple model-selection procedure. this article proposes and evaluates a step-up approach to select appropriate models for multistate mark-recapture data using score tests. only models supported by the data require fitting, so that over-complicated model structures with too many parameters do not need to be considered. typically only a small number of models are fitted, and the procedure is also able to identify parameter-redundant and near-redundant models. the good performance of the technique is demonstrated using simulation, and the approach is illustrated on a three-region canada goose data set. in this case, it identifies a new model that is much simpler than the best model previously considered for this application."
capture-recapture smooth estimation of age-specific survival probabilities in animal populations,k-fold cross-validation; generalized cross-validation; penalized likelihood; senescence; age-structured populations,JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,VIALLEFONT A,"yielding sound estimates of survival according to age in wild populations where senescence or other age-related variations may occur is very important to management decision makers, and remains challenging. this paper proposes to use penalized maximum likelihood to obtain smooth estimates of annual survival probabilities across age in populations of wild animals followed by capture-recapture. we propose to use two different types of smoothing penalties, and we use nu-fold cross-validation to select the best value of the tuning parameter for the intensity of smoothing. we then assess the accuracy of the method by a simulation study with two different shapes of the relationship between age and survival, and we conclude that a careful use of this method provides reliable noise-free estimates of age-specific annual survival. we apply this procedure to the motivating data from a population of roe deer known to exhibit a marked decrease of survival with age, and we compare our results with those previously published on this population."
modeling misidentification errors that result from use of genetic tags in capture-recapture studies,closed population models; genotype; population size estimate; natural tags; photographic identification; misidentification,ENVIRONMENTAL AND ECOLOGICAL STATISTICS,YOSHIZAKI J;BROWNIE C;POLLOCK KH;LINK WA,"misidentification of animals is potentially important when naturally existing features (natural tags) such as dna fingerprints (genetic tags) are used to identify individual animals. for example, when misidentification leads to multiple identities being assigned to an animal, traditional estimators tend to overestimate population size. accounting for misidentification in capture-recapture models requires detailed understanding of the mechanism. using genetic tags as an example, we outline a framework for modeling the effect of misidentification in closed population studies when individual identification is based on natural tags that are consistent over time (non-evolving natural tags). we first assume a single sample is obtained per animal for each capture event, and then generalize to the case where multiple samples (such as hair or scat samples) are collected per animal per capture occasion. we introduce methods for estimating population size and, using a simulation study, we show that our new estimators perform well for cases with moderately high capture probabilities or high misidentification rates. in contrast, conventional estimators can seriously overestimate population size when errors due to misidentification are ignored."
"a capture-recapture model with double-marking, live and dead encounters, and heterogeneity of reporting due to auxiliary mark loss",e-surge; mixture of information; multi-event; recoveries; tag loss,JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,JUILLET C;CHOQUET R;GAUTHIER G;PRADEL R,"capture-recapture (cr) models assume marked individuals remain at risk of capture, which may not be true if individuals lose their mark or emigrate definitively from the study area. using a double-marking protocol, with a main and auxiliary mark, and both live encounters and dead recoveries at a large scale, partially frees cr models from this assumption. however, the auxiliary mark may fall off and its presence is often not mentioned when dead individuals are reported. we propose a new model to deal with heterogeneity of detection and uncertainty of the presence of an auxiliary mark in a multi-event framework. our general model, based on a double-marking protocol, uses information from physical captures/recaptures, distant observations and main mark recoveries from dead animals. we applied our model to a 13-year data set of a harvested species, the greater snow goose. we obtained seasonal survival estimates for adults of both sexes. survival estimates differed between models where the presence of the auxiliary mark upon recovery was ignored versus those where the presence was accounted for. in the multi-event framework, seasonal survival estimates are no longer biased because the heterogeneity due to the presence of an auxiliary mark is accounted for in the estimation of recovery rates. note: an illustration of the implementation of our model in e-surge is available online."
individual heterogeneity in recapture probability and survival estimates in cheetah,acinonyx jubatus; capture-mark-recapture; carnivores; continuous reproduction; cormack-jolly-seber; serengeti,ECOLOGICAL MODELLING,OLIVER LJ;MORGAN BJT;DURANT SM;PETTORELLI N,"accurate estimates of demographic parameters are key for understanding and predicting population dynamics and for providing insights for effective wildlife management. up until recently, no suitable methodology has been available to estimate survival probabilities of species with asynchronous reproduction and a high level of individual variation in capture probabilities. the present work develops a capture-mark-recapture model for cheetahs in the serengeti national park, tanzania, which (a) deals with continuous reproduction, (b) takes into account the high level of individual heterogeneity in capture probabilities and (c) is spatially explicit. results show that (1) our approach, which is an extensive modification of the cormack-jolly-seber model, provides a lower female adult survival estimate and a higher male adolescent survival estimate than previous approaches to estimate cheetah survival in the area, (2) using sighting location alone is not sufficient to capture the individual variation in resighting probabilities for both sexes, and (3) precision in estimated survival probabilities is generally increased. species which are individually recognizable, wide-ranging and/or where individuals differ substantially in sightability are particularly appropriate to our modelling approach, and our methodology would thus be appropriate for a wide number of species to provide more accurate estimates of survival. (c) 2010 elsevier b.v. all rights reserved."
