title,keywords,journal,authors,abstract
"seasonal variation of mortality, detectability, and body condition in a population of the adder (vipera berus)",capture-recapture; predation; seasonal variation; survival; vulnerability,ECOLOGY AND EVOLUTION,BAUWENS D;CLAUS K,"we analyzed seasonal variation in mortality rates in adult males and females of the european adder (vipera berus), using data collected during a 13-year capture-recapture study (2005-2017) in a large population. we concurrently obtained quantitative information on the seasonal variation in the detectability and body condition of adders. our results show strong seasonality in body condition, encounter, and capture rates of adult adders, and these patterns differ markedly between sexes and between breeding and nonbreeding females. seasonal variation in mortality rates was however virtually nonexistent in males and moderately low in both breeding and nonbreeding females. in addition, we found no evidence for among-year differences in the seasonal mortality schedules of males and females. during periods of intensive basking, both males and pregnant females are highly visible for humans, but are not subject to strong natural mortality. this low susceptibility to predation is presumably induced by various factors, including the limitation of overt exposure to short periods of time and specific microhabitats, the dorsal coloration pattern that provides cryptic protection and possibly also an aposematic warning signal, and presumed seasonal differences in the foraging behavior and food requirements of natural predators. our data provide some evidence that female adders, but not males, are relatively vulnerable to predation during the seasonal migrations between the hibernation and feeding habitats. mortality in the females was not much elevated during their breeding years, but was notably highest in the spring of the ensuing nonbreeding year. after giving birth, reproductive females are extremely emaciated and have a weakened general condition. they then run the risk of dying from starvation either before, during, or after hibernation. the higher mortality after giving birth, that is sustained over a period of ca. 9 months, should be considered as an indirect and delayed survival cost of reproduction."
abundance and ecological associations of small mammals,cascade mountains; deer mice (peromyscus maniculatus); habitat; humboldt's flying squirrels (glaucomys oregonensis); mark-recapture; oregon; population cycle; townsend's chipmunks (neotamias townsendii); western red-backed voles (myodes californicus),JOURNAL OF WILDLIFE MANAGEMENT,WELDY MJ;EPPS CW;LESMEISTER DB;MANNING T;LINNELL MA;FORSMAN ED,"effective conservation and management of small mammals require knowledge of the population dynamics of co-occurring species. we estimated the abundances, autocorrelations, and spatiotemporal associations of 4 small-mammal species from 2011-2016 using live-trapping mark-recapture methods on 9 sites across elevation and canopy openness gradients of a late-successional forest in the h. j. andrews experimental forest, on the west slope of the oregon cascades. we also quantified species-specific spatial variation in adult sex ratios and body mass. we used huggins closed capture models to estimate site- and year-specific abundances of 4 target species: humboldt's flying squirrels (glaucomys oregonensis), townsend's chipmunks (neotamias townsendii), western red-backed voles (myodes californicus), and deer mice (peromyscus maniculatus). we estimated the temporal autocorrelations among site- and species-specific abundance estimates and used generalized linear mixed effects models to investigate the effects of 7 spatiotemporal covariates on species-specific mean abundance estimates. species-specific adult sex ratios, juvenile to adult ratios, and adult body masses were not widely variable among study sites. abundance estimates varied by as much as 4-fold among years and 6-fold among sites. humboldt's flying squirrel abundance was temporally autocorrelated at intervals of 1 and 5 years, townsend's chipmunk abundance was temporally autocorrelated at intervals of 1-4 years, and western red-backed vole abundance was temporally autocorrelated at 1, 4, and 5 years. mean fall abundance estimates were associated with elevation and climate and in some cases, canopy openness and berry-producing shrubs, but the direction of the association differed among species for some covariates. our findings could provide additional management tools for small-mammal abundance objectives, and highlight the importance of careful covariate selection in studies using indices of small-mammal abundance. (c) 2019 the authors. journal of wildlife management published by wiley periodicals, inc. on behalf of the wildlife society."
northern bobwhite chick survival and effects of weather,brood; colinus virginianus; demographics; live-dead recovery; neonate; precipitation; precocial; temperature,JOURNAL OF WILDLIFE MANAGEMENT,TERHUNE TM;PALMER WE;WELLENDORF SD,"reliable vital rates for all life stages are necessary to identify limiting factors in wildlife populations and inform sound wildlife management. the difficulty associated with capturing and tagging precocial young, such as northern bobwhite chicks (colinus virginianus), and linking variation in recruitment to ecological conditions has contributed to significant knowledge gaps in their population ecology. during 1999-2017, we captured and patagial-tagged <= 12-day-old bobwhite chicks (n = 3,576) and estimated their survival from time of capture (jun-sep) to fall and winter (nov and jan) recapture and winter (feb) recovery. we used burnham's model implemented in program mark to integrate mark-recapture and dead-recovery (via harvest) data to estimate survival for the 19-year study. by including weather covariates, we also evaluated explicit hypotheses related to temperature and precipitation effects on chick survival. we found inter-annual, intra-annual, and intra-seasonal variation in chick survival with an average annual daily survival estimate of 0.9887 (95% ci = 0.9321, 0.9918). precipitation amount and number of precipitation (>0.635 cm) events during the first 4 weeks post-tagging decreased the daily survival rate of chicks curvilinearly. average minimum daily temperature and maximum daily temperature effects on survival were negligible, but an interaction between minimum temperature and cumulative precipitation during the first 14 days post-tagging affected survival. we recommend population modelers incorporate intra- and inter-annual variation in chick survival to improve predictions. observed variation in chick survival rates portends a significant opportunity to improve population management for bobwhites and other game birds. (c) 2019 the wildlife society"
sampling design and analytical advances allow for simultaneous density estimation of seven sympatric carnivore species from camera trap data,camera trap; spatially explicit models; multispecies; population density; sampling design,BIOLOGICAL CONSERVATION,RICH LN;MILLER DAW;MUNOZ DJ;ROBINSON HS;MCNUTT JW;KELLY MJ,"population density is a fundamental parameter needed to assess wildlife populations but is difficult to obtain given species are often wide-ranging and elusive. photographic capture-recapture techniques do not require direct observations and thus, have become a common approach for estimating wildlife densities. to date, however, these studies have typically focused on single species. our research explores study design- and analytical-based approaches for expanding photographic capture-recapture studies to assess multiple species simultaneously. we developed a hybrid-sampling scheme that varied inter-camera distances and used simulations to test the efficacy of this design versus a systematically spaced grid in estimating densities of species with varied space use. through simulations we found the hybrid design facilitated density estimates for a wider range of species with little or no cost in accuracy for most species. we implemented a hybrid camera design across a 1154-km(2) area in northern botswana to estimate densities of lions, spotted hyenas, leopards, wild dogs, servals, civets, and aardwolves. we estimated densities of these small- to wide-ranging carnivores, where all or some portion of the population was individually identifiable, using spatially explicit capture-recapture and mark-resight models. mean estimates ranged from 1.2 (95% ci = 0.72-1.99) lions to 10.1 (95% ci = 8.69-11.63) spotted hyenas/100 km(2) and provided empirical information needed for the conservation of these species in botswana. our research demonstrates how photographic capture-recapture studies can be expanded to estimate the densities of multiple species versus just a single species within a community, thus increasing the conservation value of this globally implemented approach."
"divergent population trends following the cessation of legal grizzly bear hunting in southwestern british columbia, canada",population recovery; brown bear; pradel robust design; small population; ursus arctos; spatial capture-recapture,BIOLOGICAL CONSERVATION,MCLELLAN ML;MCLELLAN BN;SOLLMANN R;LAMB CT;APPS CD;WITTMER HU,"we conducted dna capture-recapture monitoring of grizzly bears (ursus arctos) from 5 to 17 years after hunting was stopped in two adjacent but genetically distinct populations in southwestern british columbia, canada. we used spatial capture-recapture and non-spatial pradel robust design modelling to estimate population density, trends, and the demographic components of population change for each population. the larger population had 21.5 bears/1000 km(2) and was growing (lambda(pradel) = 1.02 +/- 0.02 se; lambda(secr) = 1.01 +/- 4.6 x 10(-5) se) following the cessation of hunting. the adjacent smaller population had 6.3 bears/1000 km(2) and was likely declining (lambda(pradel) = 0.95 +/- 0.03 se; lambda(secr) = 0.98 +/- 0.02 se). estimates of apparent survival and apparent recruitment indicated that lower recruitment was the dominant factor limiting population growth in the smaller population. factors limiting reproductive rates and population density could include poor habitat quality, particularly the abundance of high-energy foods, genetic allee effects due to a long period of population isolation, or demographic effects affecting infanticide rates. the cessation of hunting was insufficient to promote population recovery for the low density, isolated population. our research highlights the importance of considering mortality thresholds in addition to small population effects and habitat quality when recovering large carnivore populations."
satellite-detected forest disturbance forecasts american marten population decline: the case for supportive space-based monitoring,land-use change; spatial capture-recapture; american marten; remote sensing; monitoring; species distribution model,BIOLOGICAL CONSERVATION,CLARE J;MCKINNEY ST;SIMONS LEGAARD EM;DEPUE JE;LOFTIN CS,"limited monitoring resources often constrain rigorous monitoring practices to species or populations of conservation concern. insufficient monitoring can induce a tautology as lack of monitoring resources makes it difficult to determine whether a species or population deserves additional monitoring resources. when in-situ monitoring resources are limited, remote habitat monitoring could be a useful supplementary tool, as linking parameterized species distribution models to spatially explicit time-series of environmental correlates allows iterative prediction of population change. yet the performance of predictive forecasts or hindcasts has been difficult to evaluate. we paired contemporary field data, historic population estimates, and a remotely-sensed archive of landscape change to evaluate predictions of american marten (martes americana) population decline owing to habitat loss in maine, usa. we estimated contemporary spatial patterns in marten density relative to landscape disturbance with spatial capture-recapture models. we compared current density estimates to historical density calculations to evaluate population decline, and compared historical calculations to habitat-based model predictions to evaluate the efficacy of habitat monitoring as a proxy for direct monitoring. marten density was negatively associated with the proportion of surrounding regenerating forest, and point estimates within focal townships were 50-80% lower than historical calculations. habitat-based hindcasts of marten density across our entire focal area interest suggested a smaller population decline (roughly 50%) within our focal area. thus, although habitat-based predictions underpredicted marten decline, they provided correct directional inference. habitat monitoring and predictions from species distribution models may provide useful inference about population changes given trends in habitat at limited expense when in-situ information is lacking."
simulation-based validation of spatial capture-recapture models: a case study using mountain lions,NA,PLOS ONE,PATERSON JT;PROFFITT K;JIMENEZ B;ROTELLA J;GARROTT R,"spatial capture-recapture (scr) models have improved the ability to estimate densities of rare and elusive animals. however, scr models have seldom been validated even as model formulations diversify and expand to incorporate new sampling methods and/or additional sources of information on model parameters. information on the relationship between encounter probabilities, sources of additional information, and the reliability of density estimates, is rare but crucial to assessing reliability of scr-based estimates. we used a simulation-based approach that incorporated prior empirical work to assess the accuracy and precision of density estimates from scr models using spatially unstructured sampling. to assess the consequences of sparse data and potential sources of bias, we simulated data under six scenarios corresponding to three different levels of search effort and two levels of correlation between search effort and animal density. we then estimated density for each scenario using four models that included increasing amounts of information from harvested individuals and telemetry to evaluate the impact of additional sources of information. model results were sensitive to the quantity of available information: density estimates based on low search effort were biased high and imprecise, whereas estimates based on high search effort were unbiased and precise. a correlation between search effort and animal density resulted in a positive bias in density estimates, though the bias decreased with increasingly informative datasets. adding information from harvested individuals and telemetered individuals improved density estimates based on low and moderate effort but had negligible impact for datasets resulting from high effort. we demonstrated that density estimates from scr models using spatially unstructured sampling are reliable when sufficient information is provided. accurate density estimates can result if empirical-based simulations such as those presented here are used to develop study designs with appropriate amounts of effort and information sources."
a small native predator reduces reproductive success of a large invasive fish as revealed by whole-lake experiments,NA,PLOS ONE,POOLE JR;BAJER PG,"the extent to which native fish communities might control the success of invasive fish has been of interest to ecologists, but it has been rarely addressed using experiments. we conducted an experiment in six small lakes in the upper mississippi region to test the effects of a small native predator, bluegill sunfish (lepomis macrochirus) on the recruitment of a large, invasive fish, the common carp (cyprinus carpio). bluegills are predominant throughout the region and were previously shown to consume carp eggs and larvae. we stocked both lakes at each of our 3 sites with adult carp (spawners) and one lake at each site with bluegills. we repeated the experiment at two of the three sites for two consecutive years. in each lake we assessed the abundance of post-larval carp one month after spawning (backpack electrofishing surveys) and at the end of the season (mark-recapture). for each site/year combination, catch rate of post-larval carp was typically an order of magnitude higher in control than bluegill lakes, but it often declined quickly over time. the abundance of end-of-seasonal juveniles was significantly higher (no 95% ci overlap) in control lakes than in bluegill lakes, except for one pair of lakes during one year when both the control and bluegill lake had similar, low abundance of end-of-season carp. overall, our results support the hypothesis that common carp recruitment is substantially reduced in habitats dominated by bluegills. we also suggest our results may be applicable to other species, and that managers should explore how predation on early life stages may control other invasive species."
generalized spatial mark-resight models with incomplete identification: an application to red fox density estimates,camera trapping; generalized spatial mark-resight; incomplete identification; mark; red fox; telemetry,ECOLOGY AND EVOLUTION,JIMENEZ J;CHANDLER R;TOBAJAS J;DESCALZO E;MATEO R;FERRERAS P,"1. the estimation of abundance of wildlife populations is an essential part of ecological research and monitoring. spatially explicit capture-recapture (scr) models are widely used for abundance and density estimation, frequently through individual identification of target species using camera-trap sampling. 2. generalized spatial mark-resight (gen-smr) is a recently developed scr extension that allows for abundance estimation when only a subset of the population is recognizable by artificial or natural marks. however, in many cases, it is not possible to read the marks in camera-trap pictures, even though individuals can be recognized as marked. we present a new extension of gen-smr that allows for this type of incomplete identification. 3. we used simulation to assess how the number of marked individuals and the individual identification rate influenced bias and precision. we demonstrate the model's performance in estimating red fox (vulpes vulpes) density with two empirical datasets characterized by contrasting densities and rates of identification of marked individuals. according to the simulations, accuracy increases with the number of marked individuals (m), but is less sensitive to changes in individual identification rate (delta). in our case studies of red fox density estimation, we obtained a posterior mean of 1.60 (standard deviation sd: 0.32) and 0.28 (sd: 0.06) individuals/km(2), in high and low density, with an identification rate of 0.21 and 0.91, respectively. 4. this extension of gen-smr is broadly applicable as it addresses the common problem of incomplete identification of marked individuals during resighting surveys."
"what keeps ""living dead' alive: demography of a small and isolated population of maculinea (=phengaris) alcon",flight period; foodplant availability; genetic diversity; life span; mark-recapture; species persistence,JOURNAL OF INSECT CONSERVATION,NOWICKI P;DEONIZIAK K;DZIEKANSKA I;KOSTRO AMBROZIAK A;PLAZIO E;RUTKOWSKI R;SIELEZNIEW M,"small and isolated populations are prone to future extinctions and thus perceived as living dead'. although generally considered to be of low conservation value, their existence can still enhance species survival at the landscape scale through improving the connectivity of other populations and facilitating some (even if little) gene flow. we investigated the demography and genetic status of a tiny and highly isolated local population of maculinea (=phengaris) alcon near its distribution margin with the aim of identifying the features that allow it to persist. the study comprised intensive mark-recapture, surveys of gentiana pneumonanthe foodplants and butterfly eggs laid on them, as well as genetic analyses. the population has been found to be characterised by low genetic diversity and estimated at only a few tens of individuals. the foodplant availability turned out to be the most obvious factor limiting m. alcon abundance. nevertheless, the life expectancy of adult butterflies is fairly long, and their flight period very short, implying that most individuals occur within the same time window. together with the relatively little protandry observed, i.e. almost synchronous emergence of males and females, this increases the chances of random mating among the individuals. moreover, the butterflies move freely across the core habitat fragment. all things concerned, the effective population size is presumably not much lower than the recorded population size. our findings provide guidelines for pinpointing those among living dead' populations that are likely to be the most persistent and thus worth conservation efforts aimed at preserving them."
